user_id,timestamp,deployed_at,elapsed_time,solving_id,bundle_id,explanation_id,tags,part,question_id,user_answer,correct_answer,correct,score,action_type,item_id,platform,cursor_time
u1272,1553082736939,1562890751528,30000.0,1.0,b3442,e3442,78,5,q4910,c,c,1,0.5723293768545994,,,,
u1272,1553082765476,1571279145405,24000.0,2.0,b4024,e4024,82,5,q5492,a,a,1,0.5723293768545994,,,,
u1272,1553082793053,1568634492476,22000.0,3.0,b4801,e4801,74,5,q6269,b,a,0,0.5723293768545994,,,,
u1272,1561783745027,1568634492476,10000.0,2903.0,b4801,e4801,74,5,q6269,b,a,0,0.5723293768545994,,,,
u1272,1553082824951,1519105524616,28000.0,4.0,b4337,e4337,74,5,q5805,b,d,0,0.5723293768545994,,,,
u1272,1561783782186,1519105524616,29000.0,2904.0,b4337,e4337,74,5,q5805,b,d,0,0.5723293768545994,,,,
u1272,1563495688270,1519105524616,6000.0,3202.0,b4337,e4337,74,5,q5805,a,d,0,0.5723293768545994,,,,
u1272,1553082852181,1565338230228,22000.0,5.0,b4179,e4179,74,5,q5647,d,a,0,0.5723293768545994,,,,
u1272,1561783802055,1565338230228,15000.0,2905.0,b4179,e4179,74,5,q5647,c,a,0,0.5723293768545994,,,,
u1272,1553082874268,1519105526626,17000.0,6.0,b4339,e4339,74,5,q5807,d,d,1,0.5723293768545994,,,,
u1272,1553082905441,1571278082177,27000.0,7.0,b3756,e3756,90,5,q5224,d,c,0,0.5723293768545994,,,,
u1272,1561783832816,1571278082177,25000.0,2906.0,b3756,e3756,90,5,q5224,c,c,1,0.5723293768545994,,,,
u1272,1553082930021,1565337240491,19000.0,8.0,b3149,e3149,83,5,q4617,d,a,0,0.5723293768545994,,,,
u1272,1554538415557,1565337240491,20000.0,1743.0,b3149,e3149,83,5,q4617,a,a,1,0.5723293768545994,,,,
u1272,1553082956557,1561368291347,22000.0,9.0,b3361,e3361,83,5,q4829,b,c,0,0.5723293768545994,,,,
u1272,1561783855230,1561368291347,18000.0,2907.0,b3361,e3361,83,5,q4829,c,c,1,0.5723293768545994,,,,
u1272,1553086685979,1558093222784,24000.0,10.0,b3,e3,14;2;179;183,1,q3,c,b,0,0.5723293768545994,,,,
u1272,1555406266648,1558093222784,21000.0,2181.0,b3,e3,14;2;179;183,1,q3,c,b,0,0.5723293768545994,,,,
u1272,1570499034853,1558093222784,24000.0,6201.0,b3,e3,14;2;179;183,1,q3,c,b,0,0.5723293768545994,,,,
u1272,1553086825289,1514559455532,24000.0,11.0,b181,e181,9;2;181,1,q181,d,d,1,0.5723293768545994,,,,
u1272,1553086926697,1568687748836,25000.0,12.0,b64,e64,9;2;181,1,q64,d,d,1,0.5723293768545994,,,,
u1272,1569738599267,1568687748836,26000.0,5196.0,b64,e64,9;2;181,1,q64,d,d,1,0.5723293768545994,,,,
u1272,1553087008783,1514962140883,22000.0,13.0,b8065,e8065,20;21;181,1,q11012,c,c,1,0.5723293768545994,,,,
u1272,1570581504163,1514962140883,20000.0,6603.0,b8065,e8065,20;21;181,1,q11012,b,c,0,0.5723293768545994,,,,
u1272,1570581513217,1514962140883,1000.0,6603.0,b8065,e8065,20;21;181,1,q11012,c,c,1,0.5723293768545994,,,,
u1272,1553087080300,1562891766386,21000.0,14.0,b5648,e5648,1;2;179;181,1,q8177,a,b,0,0.5723293768545994,,,,
u1272,1553121539349,1562891766386,12000.0,42.0,b5648,e5648,1;2;179;181,1,q8177,b,b,1,0.5723293768545994,,,,
u1272,1569738325901,1562891766386,25000.0,5192.0,b5648,e5648,1;2;179;181,1,q8177,b,b,1,0.5723293768545994,,,,
u1272,1553087169696,1514559907252,28000.0,15.0,b5633,e5633,20;21;185,1,q8162,b,b,1,0.5723293768545994,,,,
u1272,1570415143879,1514559907252,29000.0,6195.0,b5633,e5633,20;21;185,1,q8162,d,b,0,0.5723293768545994,,,,
u1272,1553087257886,1514559672370,21000.0,16.0,b5557,e5557,9;2;183,1,q8086,b,b,1,0.5723293768545994,,,,
u1272,1553087315394,1514962220411,22000.0,17.0,b8124,e8124,6;7;181,1,q11071,d,a,0,0.5723293768545994,,,,
u1272,1561870996231,1514962220411,10000.0,3010.0,b8124,e8124,6;7;181,1,q11071,a,a,1,0.5723293768545994,,,,
u1272,1553087369957,1514558561318,19000.0,18.0,b37,e37,9;2;179;181,1,q37,c,c,1,0.5723293768545994,,,,
u1272,1553087430330,1558093243018,22000.0,19.0,b10,e10,17;7;182,1,q10,a,c,0,0.5723293768545994,,,,
u1272,1553160215049,1558093243018,19000.0,98.0,b10,e10,17;7;182,1,q10,c,c,1,0.5723293768545994,,,,
u1272,1553087528873,1514558351537,19000.0,20.0,b5579,e5579,18;7;183,1,q8108,a,d,0,0.5723293768545994,,,,
u1272,1553121374002,1514558351537,20000.0,40.0,b5579,e5579,18;7;183,1,q8108,d,d,1,0.5723293768545994,,,,
u1272,1553087599068,1514962144800,15000.0,21.0,b8070,e8070,6;7;182,1,q11017,b,b,1,0.5723293768545994,,,,
u1272,1553087688644,1514559167490,22000.0,22.0,b5563,e5563,6;7;183,1,q8092,b,b,1,0.5723293768545994,,,,
u1272,1553087780950,1568687753140,25000.0,23.0,b66,e66,15;2;185,1,q66,d,d,1,0.5723293768545994,,,,
u1272,1555204772104,1568687753140,25000.0,2076.0,b66,e66,15;2;185,1,q66,d,d,1,0.5723293768545994,,,,
u1272,1555407280286,1568687753140,28000.0,2190.0,b66,e66,15;2;185,1,q66,d,d,1,0.5723293768545994,,,,
u1272,1553087858490,1514560234362,26000.0,24.0,b124,e124,20;21;185,1,q124,d,b,0,0.5723293768545994,,,,
u1272,1553088119694,1514560234362,19000.0,27.0,b124,e124,20;21;185,1,q124,b,b,1,0.5723293768545994,,,,
u1272,1553087939126,1514962265733,24000.0,25.0,b8232,e8232,10;7;184,1,q11179,a,b,0,0.5723293768545994,,,,
u1272,1561871022387,1514962265733,23000.0,3011.0,b8232,e8232,10;7;184,1,q11179,a,b,0,0.5723293768545994,,,,
u1272,1553087988283,1514558811375,23000.0,26.0,b57,e57,20;21;179;183,1,q57,c,a,0,0.5723293768545994,,,,
u1272,1553088080447,1514558811375,17000.0,26.0,b57,e57,20;21;179;183,1,q57,c,a,0,0.5723293768545994,,,,
u1272,1553156709344,1514558811375,20000.0,80.0,b57,e57,20;21;179;183,1,q57,a,a,1,0.5723293768545994,,,,
u1272,1569740358724,1514558811375,19000.0,5208.0,b57,e57,20;21;179;183,1,q57,a,a,1,0.5723293768545994,,,,
u1272,1553088161705,1514560224678,23000.0,28.0,b121,e121,20;21;185,1,q121,c,c,1,0.5723293768545994,,,,
u1272,1554462122141,1514560224678,24000.0,1700.0,b121,e121,20;21;185,1,q121,b,c,0,0.5723293768545994,,,,
u1272,1569739909632,1514560224678,21000.0,5203.0,b121,e121,20;21;185,1,q121,c,c,1,0.5723293768545994,,,,
u1272,1553088239077,1568687751001,26000.0,29.0,b65,e65,12;2;183,1,q65,c,b,0,0.5723293768545994,,,,
u1272,1561871028274,1568687751001,2000.0,3012.0,b65,e65,12;2;183,1,q65,d,b,0,0.5723293768545994,,,,
u1272,1569739053383,1568687751001,25000.0,5200.0,b65,e65,12;2;183,1,q65,d,b,0,0.5723293768545994,,,,
u1272,1569739804189,1568687751001,25000.0,5200.0,b65,e65,12;2;183,1,q65,b,b,1,0.5723293768545994,,,,
u1272,1570180987518,1568687751001,1000.0,5725.0,b65,e65,12;2;183,1,q65,b,b,1,0.5723293768545994,,,,
u1272,1553088274911,1552357364832,22000.0,30.0,b8236,e8236,8;2;184,1,q11183,c,c,1,0.5723293768545994,,,,
u1272,1553120567325,1528943120323,23000.0,31.0,b84,e84,20;21;181,1,q84,a,c,0,0.5723293768545994,,,,
u1272,1553156742607,1528943120323,20000.0,82.0,b84,e84,20;21;181,1,q84,a,c,0,0.5723293768545994,,,,
u1272,1561871073756,1528943120323,1000.0,3017.0,b84,e84,20;21;181,1,q84,c,c,1,0.5723293768545994,,,,
u1272,1570180894729,1528943120323,22000.0,5720.0,b84,e84,20;21;181,1,q84,c,c,1,0.5723293768545994,,,,
u1272,1570850243748,1528943120323,23000.0,7010.0,b84,e84,20;21;181,1,q84,c,c,1,0.5723293768545994,,,,
u1272,1553120661464,1514558941520,20000.0,32.0,b47,e47,4;2;179;183,1,q47,d,d,1,0.5723293768545994,,,,
u1272,1553120713610,1514559458386,22000.0,33.0,b182,e182,4;2;182,1,q182,a,b,0,0.5723293768545994,,,,
u1272,1561871041523,1514559458386,1000.0,3013.0,b182,e182,4;2;182,1,q182,c,b,0,0.5723293768545994,,,,
u1272,1553120775600,1514962200091,21000.0,34.0,b8177,e8177,1;2;182,1,q11124,d,d,1,0.5723293768545994,,,,
u1272,1553120823264,1514558802574,20000.0,35.0,b54,e54,9;2;179;184,1,q54,b,b,1,0.5723293768545994,,,,
u1272,1555635486560,1514558802574,20000.0,2262.0,b54,e54,9;2;179;184,1,q54,b,b,1,0.5723293768545994,,,,
u1272,1570229599309,1514558802574,23000.0,5770.0,b54,e54,9;2;179;184,1,q54,b,b,1,0.5723293768545994,,,,
u1272,1553120924594,1514558551954,20000.0,36.0,b34,e34,5;2;179;181,1,q34,b,b,1,0.5723293768545994,,,,
u1272,1553121021425,1561366489887,26000.0,37.0,b111,e111,13;2;181,1,q111,a,a,1,0.5723293768545994,,,,
