user_id,timestamp,deployed_at,elapsed_time,solving_id,bundle_id,explanation_id,tags,part,question_id,user_answer,correct_answer,correct,score,action_type,item_id,platform,cursor_time
u1466,1541457475672,1534408311179,33000.0,1.0,b2393,e2393,74,5,q3861,d,d,1,0.7543303089905463,,,,
u1466,1541457502252,1514560458878,22000.0,2.0,b92,e92,4;2;182,1,q92,a,a,1,0.7543303089905463,,,,
u1466,1541457561303,1568635453855,55000.0,3.0,b4195,e4195,120,5,q5663,c,a,0,0.7543303089905463,,,,
u1466,1541457614061,1571282369398,50000.0,4.0,b5137,e5137,77,5,q6731,b,c,0,0.7543303089905463,,,,
u1466,1541837917061,1571282369398,64000.0,162.0,b5137,e5137,77,5,q6731,a,c,0,0.7543303089905463,,,,
u1466,1541457644099,1571282359221,26000.0,5.0,b5020,e5020,77,5,q6488,a,a,1,0.7543303089905463,,,,
u1466,1541457675265,1561367072100,26000.0,6.0,b4449,e4449,84,5,q5917,d,d,1,0.7543303089905463,,,,
u1466,1541457718306,1571282363112,39000.0,7.0,b5128,e5128,77,5,q6722,c,a,0,0.7543303089905463,,,,
u1466,1541458151634,-1,22000.0,8.0,b503,e503,36;37;181;183,2,q503,c,b,0,0.7543303089905463,,,,
u1466,1541718757457,-1,20000.0,108.0,b503,e503,36;37;181;183,2,q503,c,b,0,0.7543303089905463,,,,
u1466,1541843833986,-1,20000.0,203.0,b503,e503,36;37;181;183,2,q503,c,b,0,0.7543303089905463,,,,
u1466,1542339330232,-1,21000.0,362.0,b503,e503,36;37;181;183,2,q503,b,b,1,0.7543303089905463,,,,
u1466,1542679256465,-1,20000.0,459.0,b503,e503,36;37;181;183,2,q503,b,b,1,0.7543303089905463,,,,
u1466,1561094153440,-1,22000.0,7233.0,b503,e503,36;37;181;183,2,q503,b,b,1,0.7543303089905463,,,,
u1466,1541458249561,-1,28000.0,9.0,b483,e483,24;43;182;184,2,q483,c,c,1,0.7543303089905463,,,,
u1466,1562022815974,-1,17000.0,7557.0,b483,e483,24;43;182;184,2,q483,c,c,1,0.7543303089905463,,,,
u1466,1541458314297,1514563302962,18000.0,10.0,b744,e744,31;32;183;182,2,q744,c,c,1,0.7543303089905463,,,,
u1466,1561699563973,1514563302962,17000.0,7431.0,b744,e744,31;32;183;182,2,q744,c,c,1,0.7543303089905463,,,,
u1466,1541458366141,-1,24000.0,11.0,b8316,e8316,30;44;49;182;183,2,q11263,c,b,0,0.7543303089905463,,,,
u1466,1553553081994,-1,18000.0,5276.0,b8316,e8316,30;44;49;182;183,2,q11263,b,b,1,0.7543303089905463,,,,
u1466,1567552041808,-1,18000.0,9725.0,b8316,e8316,30;44;49;182;183,2,q11263,b,b,1,0.7543303089905463,,,,
u1466,1541458476440,1572412859294,18000.0,12.0,b861,e861,24;41;185;181,2,q861,b,b,1,0.7543303089905463,,,,
u1466,1541839152260,1572412859294,19000.0,191.0,b861,e861,24;41;185;181,2,q861,b,b,1,0.7543303089905463,,,,
u1466,1561286326739,1572412859294,19000.0,7264.0,b861,e861,24;41;185;181,2,q861,b,b,1,0.7543303089905463,,,,
u1466,1541458546072,1572412129469,25000.0,13.0,b370,e370,181;185;24;48,2,q370,c,c,1,0.7543303089905463,,,,
u1466,1559605208884,1572412129469,17000.0,6806.0,b370,e370,181;185;24;48,2,q370,c,c,1,0.7543303089905463,,,,
u1466,1541458610783,-1,22000.0,14.0,b573,e573,46;47;184;182,2,q573,b,c,0,0.7543303089905463,,,,
u1466,1542249651498,-1,16000.0,305.0,b573,e573,46;47;184;182,2,q573,a,c,0,0.7543303089905463,,,,
