user_id,timestamp,deployed_at,elapsed_time,solving_id,bundle_id,explanation_id,tags,part,question_id,user_answer,correct_answer,correct,score,action_type,item_id,platform,cursor_time
u1566,1547808964487,1571281420703,74000.0,1.0,b5073,e5073,95,5,q6541,b,b,1,0.7411334279101023,,,,
u1566,1558660404847,1571281420703,39000.0,2514.0,b5073,e5073,95,5,q6541,b,b,1,0.7411334279101023,,,,
u1566,1547809011570,1568633955376,44000.0,2.0,b2994,e2994,98,5,q4462,a,c,0,0.7411334279101023,,,,
u1566,1559783715442,1568633955376,25000.0,3210.0,b2994,e2994,98,5,q4462,a,c,0,0.7411334279101023,,,,
u1566,1547809032648,1572412561072,18000.0,3.0,b297,e297,24;40;183;184,2,q297,a,b,0,0.7411334279101023,,,,
u1566,1562512489093,1572412561072,17000.0,4008.0,b297,e297,24;40;183;184,2,q297,b,b,1,0.7411334279101023,,,,
u1566,1547809054288,1514562829752,18000.0,4.0,b981,e981,36;37;183;184,2,q981,c,c,1,0.7411334279101023,,,,
u1566,1547809081716,1568687757669,24000.0,5.0,b68,e68,22;2;185,1,q68,b,b,1,0.7411334279101023,,,,
u1566,1547809115675,1565337025421,30000.0,6.0,b3006,e3006,110,5,q4474,b,b,1,0.7411334279101023,,,,
u1566,1547809158767,1568635919700,40000.0,7.0,b4588,e4588,90,5,q6056,b,b,1,0.7411334279101023,,,,
u1566,1547809178668,1568688189062,17000.0,8.0,b3535,e3535,74,5,q5003,b,b,1,0.7411334279101023,,,,
u1566,1547809207275,1564125521709,25000.0,9.0,b4690,e4690,78,5,q6158,a,a,1,0.7411334279101023,,,,
u1566,1547809232097,1526633829119,22000.0,10.0,b5547,e5547,4;2;179;182,1,q8076,d,d,1,0.7411334279101023,,,,
u1566,1547809252408,1572412380056,18000.0,11.0,b218,e218,24;50;184;185,2,q218,b,b,1,0.7411334279101023,,,,
u1566,1547819315088,1564125714419,18000.0,12.0,b731,e731,24;43;185;184,2,q731,b,b,1,0.7411334279101023,,,,
u1566,1547819430207,1572412157056,18000.0,13.0,b383,e383,31;32;185;183,2,q383,c,b,0,0.7411334279101023,,,,
u1566,1558864114047,1572412157056,20000.0,2712.0,b383,e383,31;32;185;183,2,q383,c,b,0,0.7411334279101023,,,,
u1566,1547823294928,1572412958253,20000.0,14.0,b521,e521,30;24;40;185;181,2,q521,a,c,0,0.7411334279101023,,,,
u1566,1553782041385,1572412958253,160000.0,509.0,b521,e521,30;24;40;185;181,2,q521,a,c,0,0.7411334279101023,,,,
u1566,1562577363996,1572412958253,23000.0,4017.0,b521,e521,30;24;40;185;181,2,q521,c,c,1,0.7411334279101023,,,,
u1566,1547823354424,1572412557626,17000.0,15.0,b295,e295,34;42;181;182,2,q295,c,c,1,0.7411334279101023,,,,
u1566,1547823425151,1568634731688,18000.0,16.0,b486,e486,24;26;184;181,2,q486,b,b,1,0.7411334279101023,,,,
u1566,1547823475697,1574065218375,20000.0,17.0,b1099,e1099,34;35;183;185,2,q1099,b,c,0,0.7411334279101023,,,,
u1566,1553726386533,1574065218375,17000.0,475.0,b1099,e1099,34;35;183;185,2,q1099,c,c,1,0.7411334279101023,,,,
u1566,1554122129577,1574065218375,29000.0,658.0,b1099,e1099,34;35;183;185,2,q1099,c,c,1,0.7411334279101023,,,,
u1566,1547823527146,1514563323127,18000.0,18.0,b754,e754,28;29;183;184,2,q754,b,a,0,0.7411334279101023,,,,
u1566,1553633545456,1514563323127,19000.0,433.0,b754,e754,28;29;183;184,2,q754,c,a,0,0.7411334279101023,,,,
u1566,1553759270533,1514563323127,18000.0,486.0,b754,e754,28;29;183;184,2,q754,a,a,1,0.7411334279101023,,,,
u1566,1547823941309,-1,19000.0,19.0,b8316,e8316,30;44;49;182;183,2,q11263,b,b,1,0.7411334279101023,,,,
u1566,1547842368134,1572413281742,24000.0,20.0,b461,e461,30;24;33;181;184,2,q461,b,b,1,0.7411334279101023,,,,
u1566,1547842398819,1572413269281,18000.0,21.0,b453,e453,24;26;182;184,2,q453,b,b,1,0.7411334279101023,,,,
u1566,1552182170830,1572413055100,12000.0,22.0,b834,e834,24;33;184;181,2,q834,b,a,0,0.7411334279101023,,,,
u1566,1552363496349,1572413055100,21000.0,50.0,b834,e834,24;33;184;181,2,q834,a,a,1,0.7411334279101023,,,,
u1566,1552192526002,1572413322383,21000.0,23.0,b8314,e8314,30;44;49;184;181,2,q11261,b,b,1,0.7411334279101023,,,,
u1566,1552192945274,1572412555944,20000.0,24.0,b294,e294,24;43;182;183,2,q294,a,a,1,0.7411334279101023,,,,
u1566,1552193170228,1526634521157,18000.0,25.0,b351,e351,28;29;181;184,2,q351,b,b,1,0.7411334279101023,,,,
u1566,1552193705844,1526635587748,20000.0,26.0,b1179,e1179,179;31;45;182;183,2,q1179,a,a,1,0.7411334279101023,,,,
