user_id,timestamp,deployed_at,elapsed_time,solving_id,bundle_id,explanation_id,tags,part,question_id,user_answer,correct_answer,correct,score,action_type,item_id,platform,cursor_time
u11929,1567404144423,1565337846419,22000.0,1.0,b2309,e2309,103,5,q3777,b,c,0,0.6598799269120335,,,,
u11929,1567404160840,1565337407524,13000.0,2.0,b4668,e4668,87,5,q6136,d,c,0,0.6598799269120335,,,,
u11929,1567404169227,1519105191211,6000.0,3.0,b2692,e2692,94,5,q4160,a,d,0,0.6598799269120335,,,,
u11929,1567404300672,1572412361098,16000.0,4.0,b206,e206,31;32;183;185,2,q206,c,c,1,0.6598799269120335,,,,
u11929,1567404322586,1571282341594,17000.0,5.0,b4990,e4990,76,5,q6458,d,b,0,0.6598799269120335,,,,
u11929,1567404340869,1561368291347,14000.0,6.0,b3361,e3361,83,5,q4829,b,c,0,0.6598799269120335,,,,
u11929,1567404373652,1558095033174,29000.0,7.0,b2153,e2153,74,5,q3621,a,c,0,0.6598799269120335,,,,
u11929,1567405311353,1568635997196,29250.0,8.0,b5184,e5184,179;109,6,q6830,d,d,1,0.6598799269120335,,,,
u11929,1567405311356,1568636001309,29250.0,8.0,b5184,e5184,179;128,6,q6832,c,a,0,0.6598799269120335,,,,
u11929,1567405311387,1568635999254,29250.0,8.0,b5184,e5184,179;143,6,q6831,a,b,0,0.6598799269120335,,,,
u11929,1567405311388,1568635995190,29250.0,8.0,b5184,e5184,179;74,6,q6829,a,a,1,0.6598799269120335,,,,
u11929,1567405516163,1568634019101,32000.0,9.0,b5197,e5197,143,6,q6884,a,a,1,0.6598799269120335,,,,
u11929,1567405516178,1568634017029,32000.0,9.0,b5197,e5197,83,6,q6883,a,d,0,0.6598799269120335,,,,
u11929,1567405516182,1568634013024,32000.0,9.0,b5197,e5197,85,6,q6881,c,c,1,0.6598799269120335,,,,
u11929,1567405516275,1568634015053,32000.0,9.0,b5197,e5197,71,6,q6882,c,c,1,0.6598799269120335,,,,
u11929,1567405700600,1568634074311,24250.0,10.0,b5202,e5202,143,6,q6904,c,a,0,0.6598799269120335,,,,
u11929,1567405700612,1568634072291,24250.0,10.0,b5202,e5202,76,6,q6903,d,d,1,0.6598799269120335,,,,
u11929,1567405700623,1568634070254,24250.0,10.0,b5202,e5202,129,6,q6902,a,a,1,0.6598799269120335,,,,
u11929,1567405700626,1568634068117,24250.0,10.0,b5202,e5202,98,6,q6901,c,c,1,0.6598799269120335,,,,
u11929,1567405935791,1568634906942,25000.0,11.0,b5122,e5122,179;73,6,q6702,c,b,0,0.6598799269120335,,,,
u11929,1567405935800,1568634904936,25000.0,11.0,b5122,e5122,179;85,6,q6701,d,d,1,0.6598799269120335,,,,
u11929,1567405935804,1568634911099,25000.0,11.0,b5122,e5122,179;77,6,q6704,c,d,0,0.6598799269120335,,,,
u11929,1567405935827,1568634908989,25000.0,11.0,b5122,e5122,179;143,6,q6703,a,b,0,0.6598799269120335,,,,
u11929,1567406366319,1571278496159,23000.0,12.0,b3841,e3841,130,5,q5309,a,b,0,0.6598799269120335,,,,
u11929,1567406382684,1565337027240,7000.0,13.0,b3007,e3007,107,5,q4475,a,a,1,0.6598799269120335,,,,
u11929,1567406440038,1568687687461,17000.0,14.0,b2629,e2629,88,5,q4097,b,d,0,0.6598799269120335,,,,
u11929,1567406506745,1519101562606,31000.0,15.0,b2235,e2235,78,5,q3703,a,a,1,0.6598799269120335,,,,
u11929,1567406547519,1526636061083,4000.0,16.0,b2460,e2460,141,5,q3928,b,b,1,0.6598799269120335,,,,
u11929,1567406612514,1572411919455,18000.0,17.0,b2591,e2591,95,5,q4059,d,a,0,0.6598799269120335,,,,
u11929,1567406670568,1526636089518,23000.0,18.0,b2469,e2469,103,5,q3937,a,c,0,0.6598799269120335,,,,
u11929,1567406728962,1561366957406,11000.0,19.0,b3278,e3278,135,5,q4746,b,d,0,0.6598799269120335,,,,
u11929,1567406760680,1565337865584,19000.0,20.0,b2320,e2320,136,5,q3788,c,d,0,0.6598799269120335,,,,
u11929,1567406832555,1561368307479,23000.0,21.0,b4977,e4977,76,5,q6445,d,d,1,0.6598799269120335,,,,
u11929,1567406946353,1571281547706,56000.0,22.0,b3589,e3589,144,5,q5057,a,b,0,0.6598799269120335,,,,
