,user_id,timestamp,solving_id,question_id,user_answer,elapsed_time,action_type,item_id,source,platform,cursor_time,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct,score
0,u11579,1565491145234,1.0,q4236,a,9000.0,0,0,0,0,0.0,b2768,e2768,a,5,86,1572412425061,1,0.7514843087362172
1,u11579,1565491161591,2.0,q5370,b,11000.0,0,0,0,0,0.0,b3902,e3902,b,5,106,1571278616386,1,0.7514843087362172
2,u11579,1565491185427,3.0,q6382,c,21000.0,0,0,0,0,0.0,b4914,e4914,c,5,85,1562890574926,1,0.7514843087362172
3,u11579,1565491207208,4.0,q6722,b,18000.0,0,0,0,0,0.0,b5128,e5128,a,5,77,1571282363112,0,0.7514843087362172
4,u11579,1565491240652,5.0,q4771,d,30000.0,0,0,0,0,0.0,b3303,e3303,d,5,119,1561367004862,1,0.7514843087362172
5,u11579,1565491255852,6.0,q5627,b,12000.0,0,0,0,0,0.0,b4159,e4159,d,5,74,1565338194695,0,0.7514843087362172
6,u11579,1565491271685,7.0,q99,a,12000.0,0,0,0,0,0.0,b99,e99,a,1,18;7;179;182,1514560477560,1,0.7514843087362172
7,u11579,1565594933650,8.0,q108,a,23000.0,0,0,0,0,0.0,b108,e108,a,1,10;7;182,1514558540092,1,0.7514843087362172
8,u11579,1565595022906,9.0,q10,d,29000.0,0,0,0,0,0.0,b10,e10,c,1,17;7;182,1558093243018,0,0.7514843087362172
9,u11579,1565595112473,10.0,q8101,d,30000.0,0,0,0,0,0.0,b5572,e5572,a,1,11;7;183,1514559991644,0,0.7514843087362172
10,u11579,1566300178816,226.0,q8101,a,21000.0,0,0,0,0,0.0,b5572,e5572,a,1,11;7;183,1514559991644,1,0.7514843087362172
11,u11579,1565595171093,11.0,q11168,d,24000.0,0,0,0,0,0.0,b8221,e8221,a,1,14;2;181,1514962211240,0,0.7514843087362172
12,u11579,1565595244880,12.0,q176,b,25000.0,0,0,0,0,0.0,b176,e176,d,1,6;7;183,1514559223800,0,0.7514843087362172
13,u11579,1566302599240,231.0,q176,d,23000.0,0,0,0,0,0.0,b176,e176,d,1,6;7;183,1514559223800,1,0.7514843087362172
14,u11579,1565595358676,13.0,q13,a,24000.0,0,0,0,0,0.0,b13,e13,a,1,1;2;183,1514559396067,1,0.7514843087362172
15,u11579,1565595396790,14.0,q66,b,25000.0,0,0,0,0,0.0,b66,e66,d,1,15;2;185,1568687753140,0,0.7514843087362172
16,u11579,1565595474210,15.0,q11090,a,10000.0,0,0,0,0,0.0,b8143,e8143,a,1,13;2;184,1514962283687,1,0.7514843087362172
17,u11579,1565595513789,16.0,q3,c,30000.0,0,0,0,0,0.0,b3,e3,b,1,14;2;179;183,1558093222784,0,0.7514843087362172
18,u11579,1565595564152,17.0,q46,a,21000.0,0,0,0,0,0.0,b46,e46,a,1,17;7;179;182,1514558937639,1,0.7514843087362172
19,u11579,1565595605474,18.0,q115,a,10000.0,0,0,0,0,0.0,b115,e115,a,1,15;2;183,1561366498753,1,0.7514843087362172
20,u11579,1565595634900,19.0,q11220,b,21000.0,0,0,0,0,0.0,b8273,e8273,b,1,4;2;184,1514962158534,1,0.7514843087362172
21,u11579,1565595667017,20.0,q8177,b,23000.0,0,0,0,0,0.0,b5648,e5648,b,1,1;2;179;181,1562891766386,1,0.7514843087362172
22,u11579,1565595700778,21.0,q8086,b,25000.0,0,0,0,0,0.0,b5557,e5557,b,1,9;2;183,1514559672370,1,0.7514843087362172
23,u11579,1565595747786,22.0,q8068,b,14000.0,0,0,0,0,0.0,b5539,e5539,b,1,1;2;182,1514559742290,1,0.7514843087362172
24,u11579,1565596103832,23.0,q835,a,22000.0,0,0,0,0,0.0,b835,e835,c,2,36;37;181;183,1572413056854,0,0.7514843087362172
25,u11579,1565596172158,24.0,q1240,c,18000.0,0,0,0,0,0.0,b1240,e1240,b,2,27;28;45;181;185,1562889649099,0,0.7514843087362172
26,u11579,1565596243163,25.0,q1368,c,16000.0,0,0,0,0,0.0,b1368,e1368,b,2,30;24;33;181;183,-1,0,0.7514843087362172
27,u11579,1565596336907,26.0,q11263,c,2000.0,0,0,0,0,0.0,b8316,e8316,b,2,30;44;49;182;183,-1,0,0.7514843087362172
28,u11579,1565596422631,27.0,q369,c,18000.0,0,0,0,0,0.0,b369,e369,c,2,184;183;24;40,-1,1,0.7514843087362172
29,u11579,1565596448078,28.0,q696,c,19000.0,0,0,0,0,0.0,b696,e696,c,2,27;44;45;182;184,-1,1,0.7514843087362172
30,u11579,1565596513033,29.0,q774,a,20000.0,0,0,0,0,0.0,b774,e774,a,2,38;39;185;181,-1,1,0.7514843087362172
31,u11579,1565596582184,30.0,q11262,a,10000.0,0,0,0,0,0.0,b8315,e8315,a,2,30;44;49;183;182,-1,1,0.7514843087362172
32,u11579,1565596607224,31.0,q973,b,18000.0,0,0,0,0,0.0,b973,e973,b,2,28;29;183;184,1514562816207,1,0.7514843087362172
33,u11579,1565596666334,32.0,q758,c,17000.0,0,0,0,0,0.0,b758,e758,c,2,30;34;42;182;183,-1,1,0.7514843087362172
