,user_id,timestamp,solving_id,question_id,user_answer,elapsed_time,action_type,item_id,source,platform,cursor_time,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct,score
0,u1247,1547539789977,1.0,q6012,a,32000.0,0,0,0,0,0.0,b4544,e4544,a,5,98,1561367261377,1,0.7395615866388309
1,u1247,1547539803362,2.0,q5345,c,10000.0,0,0,0,0,0.0,b3877,e3877,c,5,135,1571278561707,1,0.7395615866388309
2,u1247,1547539817866,3.0,q4025,d,11000.0,0,0,0,0,0.0,b2557,e2557,d,5,76,1562890132177,1,0.7395615866388309
3,u1247,1547539836901,4.0,q3669,b,16000.0,0,0,0,0,0.0,b2201,e2201,c,5,77,1561368246414,0,0.7395615866388309
4,u1247,1557733615255,757.0,q3669,c,12000.0,0,0,0,0,0.0,b2201,e2201,c,5,77,1561368246414,1,0.7395615866388309
5,u1247,1547539851513,5.0,q5725,b,11000.0,0,0,0,0,0.0,b4257,e4257,c,5,117,1568635594821,0,0.7395615866388309
6,u1247,1557733575972,756.0,q5725,c,9000.0,0,0,0,0,0.0,b4257,e4257,c,5,117,1568635594821,1,0.7395615866388309
7,u1247,1547539871279,6.0,q5265,b,16000.0,0,0,0,0,0.0,b3797,e3797,b,5,121,1571278415617,1,0.7395615866388309
8,u1247,1547539887904,7.0,q5228,a,13000.0,0,0,0,0,0.0,b3760,e3760,a,5,121,1571278343290,1,0.7395615866388309
9,u1247,1547539911349,8.0,q99,a,21000.0,0,0,0,0,0.0,b99,e99,a,1,18;7;179;182,1514560477560,1,0.7395615866388309
10,u1247,1547539933654,9.0,q3974,d,20000.0,0,0,0,0,0.0,b2506,e2506,b,5,83,1545387331960,0,0.7395615866388309
11,u1247,1557730751962,731.0,q3974,b,14000.0,0,0,0,0,0.0,b2506,e2506,b,5,83,1545387331960,1,0.7395615866388309
12,u1247,1547539958153,10.0,q4135,c,22000.0,0,0,0,0,0.0,b2667,e2667,b,5,77,1568687739565,0,0.7395615866388309
13,u1247,1547539982320,11.0,q6173,d,21000.0,0,0,0,0,0.0,b4705,e4705,a,5,77,1564125547968,0,0.7395615866388309
14,u1247,1557731903061,745.0,q6173,d,23000.0,0,0,0,0,0.0,b4705,e4705,a,5,77,1564125547968,0,0.7395615866388309
15,u1247,1558789833090,1125.0,q6173,a,23000.0,0,0,0,0,0.0,b4705,e4705,a,5,77,1564125547968,1,0.7395615866388309
16,u1247,1547541192736,12.0,q65,a,24000.0,0,0,0,0,0.0,b65,e65,b,1,12;2;183,1568687751001,0,0.7395615866388309
17,u1247,1547541245742,13.0,q176,b,25000.0,0,0,0,0,0.0,b176,e176,d,1,6;7;183,1514559223800,0,0.7395615866388309
18,u1247,1547541308351,14.0,q135,d,24000.0,0,0,0,0,0.0,b135,e135,d,1,4;2;183,1514559437175,1,0.7395615866388309
19,u1247,1547541370088,15.0,q11078,d,26000.0,0,0,0,0,0.0,b8131,e8131,a,1,8;2;184,1514962272295,0,0.7395615866388309
